date,hour,ping,download,upload,WLAN,Cell,latitude,longitude,room,floor,name
05/16/22,08:01:00,22,113.652,101.244,--:--,--:--,43.7096177513421,5.50739287260927,batiment D,RdC,Idrisse
05/16/22,11:15:00,22,104.833,111.217,--:--,--:--,43.7090499580056,5.50606746109429,F11,RdC,Idrisse
05/16/22,11:16:00,22,83.333,105.196,--:--,--:--,43.7090524899262,5.50612192776927,F11,RdC,Idrisse
05/16/22,11:18:00,22,9.458,3.292,--:--,--:--,43.709084429819,5.50613591727921,F11,RdC,Idrisse
05/17/22,07:44:00,20,53.413,41.306,--:--,--:--,43.7101062199664,5.50656347627589,bat B,Nv1,Idrisse
05/17/22,07:45:00,20,40.966,104.825,--:--,--:--,43.7100359591975,5.50653856321381,bat B,Nv1,Idrisse
05/17/22,07:46:00,20,79.252,92.916,--:--,--:--,43.7099862673678,5.50651719079673,bat B,Nv1,Idrisse
05/17/22,07:47:00,20,113.231,112.318,--:--,--:--,43.7099234241595,5.50649692591855,bat B,Nv1,Idrisse
05/17/22,07:48:00,20,111.674,113.263,--:--,--:--,43.7098633956048,5.50647186401659,bat B,Nv1,Idrisse
05/17/22,07:49:00,21,111.18,109.342,--:--,--:--,43.7099045689325,5.50641720756784,bat B,Nv1,Idrisse
05/17/22,07:50:00,21,113.319,96.812,--:--,--:--,43.709844442842,5.50646625268604,bat B,Nv1,Idrisse
05/17/22,07:51:00,21,96.605,86.44,--:--,--:--,43.7098559345331,5.50640228675152,bat B,Nv1,Idrisse
05/17/22,07:52:00,21,18.477,27.806,--:--,--:--,43.7097609793233,5.50636248344472,bat B,Nv1,Idrisse
05/17/22,07:53:00,22,30.538,35,--:--,--:--,43.7096464176252,5.50639015534654,bat B,Nv1,Idrisse
05/17/22,07:55:00,21,7.124,17.153,--:--,--:--,43.7096571424423,5.50632427613388,bat B,RdC,Idrisse
05/17/22,07:57:00,22,9.521,18.047,--:--,--:--,43.7096104527286,5.50640219779228,bat B,RdC,Idrisse
05/17/22,08:00:00,20,88.861,92.622,--:--,--:--,43.7095255786286,5.50646624824438,bat B,Nv1,Idrisse
18/05/22,07:43:00,23,58.874,102.083,--:--,--:--,43.7097237820501,5.50720362635863,localbat D,RdC,Idrisse
18/05/22,07:44:00,22,107.844,104.204,--:--,--:--,43.7096998584382,5.50730853057704,bat D,RdC,Idrisse
18/05/22,07:44:00,22,68.175,76.783,--:--,--:--,43.7096801930952,5.50727026636852,bat D,RdC,Idrisse
18/05/22,07:45:00,23,108.552,74.153,--:--,--:--,43.7097125024329,5.5072807243165,bat D,RdC,Idrisse
18/05/22,07:46:00,22,77.79,86.248,--:--,--:--,43.7097133917268,5.50722561008271,bat D,RdC,Idrisse
18/05/22,07:47:00,80,84.337,108.497,--:--,--:--,43.7096929549063,5.50722305492201,bat D,RdC,Idrisse
18/05/22,07:48:00,22,26.205,28.058,--:--,--:--,43.7097107143558,5.50726969786822,bat D,Nv1,Idrisse
18/05/22,07:49:00,22,17.522,22.63,--:--,--:--,43.7097412082873,5.50724593064024,bat D,Nv1,Idrisse
18/05/22,07:50:00,22,13.706,23.912,--:--,--:--,43.7097617867472,5.50721106481461,bat D,Nv1,Idrisse
18/05/22,07:51:00,23,109.324,80.342,--:--,--:--,43.7097954680431,5.50724056800863,bat D,Nv1,Idrisse
18/05/22,07:52:00,22,81.991,88.519,--:--,--:--,43.7097470924427,5.50715644451162,bat D,Nv1,Idrisse
18/05/22,07:53:00,22,81.043,111.117,--:--,--:--,43.7097124655241,5.50707561654488,bat D,Nv1,Idrisse
18/05/22,07:54:00,22,72.334,98.256,--:--,--:--,43.7096866050584,5.50699884271108,bat D,Nv1,Idrisse
18/05/22,07:55:00,22,52.162,108.327,--:--,--:--,43.7096538208778,5.50691933996521,bat D,Nv1,Idrisse
18/05/22,07:56:00,22,34.661,35.159,--:--,--:--,43.7096160158922,5.50683629643152,bat D,Nv1,Idrisse
18/05/22,07:57:00,22,36.195,29.15,--:--,--:--,43.709573473406,5.5068391744461,bat D,Nv1,Idrisse
18/05/22,07:58:00,22,34.969,61.75,--:--,--:--,43.7095574673118,5.50679969787439,bat D,Nv1,Idrisse
18/05/22,07:59:00,22,44.488,67.367,--:--,--:--,43.7095288260736,5.50682251229517,bat D,Nv1,Idrisse
18/05/22,08:04:00,22,60.548,97.195,--:--,--:--,43.7097164657253,5.50740755420625,D27,Nv1,Idrisse
18/05/22,08:05:00,23,30.44,96.953,--:--,--:--,43.7096930463865,5.50735254989874,D27,Nv1,Idrisse
18/05/22,14:04:00,23,13.439,29.255,--:--,--:--,43.7097524756033,5.50700504188561,D12,RdC,Idrisse
18/05/22,14:04:00,22,10.015,25.657,--:--,--:--,43.7097173867812,5.50703672115208,D12,RdC,Idrisse
18/05/22,14:05:00,22,14.947,31.529,--:--,--:--,43.7097094283655,5.50698522557184,D12,RdC,Idrisse
18/05/22,14:06:00,23,6.554,0.798,--:--,--:--,43.7097295484005,5.5069451320708,D12,RdC,Idrisse
18/05/22,14:07:00,22,19.3,33.121,--:--,--:--,43.7096918835569,5.50695269568337,D12,RdC,Idrisse
19/05/22,07:45:00,23,115.264,115.934,--:--,--:--,43.7097509224184,5.50726952360407,bat D,Nv1,Idrisse
19/05/22,07:46:00,22,112.283,117.057,--:--,--:--,43.7097204654653,5.50730576836952,bat D,Nv1,Idrisse
19/05/22,07:47:00,22,52.583,48.625,--:--,--:--,43.709658312675,5.50734772605517,bat D,Nv1,Idrisse
19/05/22,07:48:00,22,44.596,45.466,--:--,--:--,43.7096149842764,5.50739542520464,bat D,RdC,Idrisse
17/05/22,07:44:00,20,53.413,41.306,--:--,--:--,43.7101062199664,5.50656347627589,bat B,Nv1,Idrisse
17/05/22,07:45:00,20,40.966,104.825,--:--,--:--,43.7100359591975,5.50653856321381,bat B,Nv1,Idrisse
17/05/22,07:46:00,20,79.252,92.916,--:--,--:--,43.7099862673678,5.50651719079673,bat B,Nv1,Idrisse
17/05/22,07:47:00,20,113.231,112.318,--:--,--:--,43.7099234241595,5.50649692591855,bat B,Nv1,Idrisse
17/05/22,07:48:00,20,111.674,113.263,--:--,--:--,43.7098633956048,5.50647186401659,bat B,Nv1,Idrisse
17/05/22,07:49:00,21,111.18,109.342,--:--,--:--,43.7099045689325,5.50641720756784,bat B,Nv1,Idrisse
17/05/22,07:50:00,21,113.319,96.812,--:--,--:--,43.709844442842,5.50646625268604,bat B,Nv1,Idrisse
17/05/22,07:51:00,21,96.605,86.44,--:--,--:--,43.7098559345331,5.50640228675152,bat B,Nv1,Idrisse
17/05/22,07:52:00,21,18.477,27.806,--:--,--:--,43.7097609793233,5.50636248344472,bat B,Nv1,Idrisse
17/05/22,07:53:00,22,30.538,35,--:--,--:--,43.7096464176252,5.50639015534654,bat B,Nv1,Idrisse
17/05/22,07:55:00,21,7.124,17.153,--:--,--:--,43.7096571424423,5.50632427613388,bat B,RdC,Idrisse
17/05/22,07:57:00,22,9.521,18.047,--:--,--:--,43.7096104527286,5.50640219779228,bat B,RdC,Idrisse
17/05/22,08:00:00,20,88.861,92.622,--:--,--:--,43.7095255786286,5.50646624824438,bat B,Nv1,Idrisse
17/05/22,08:11:00,21,73.922,101.126,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:11:00,22,65.457,93.567,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:12:00,21,34.29,103.64,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:12:00,21,67.254,98,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:13:00,23,60.036,96.253,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:14:00,21,64.969,94.572,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:14:00,22,68.554,105.745,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:15:00,22,58.218,108.652,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:15:00,22,73.886,94.218,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:16:00,22,69.136,101.647,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:17:00,21,60.943,91.371,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:17:00,21,62.442,103.296,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:18:00,22,74.657,106.976,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:19:00,21,64.948,102.673,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:19:00,23,59.505,92.535,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:20:00,22,60.491,90.78,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:20:00,21,62.035,98.094,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:21:00,21,68.134,100.934,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:22:00,21,60.006,102.461,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:22:00,21,75.096,102.442,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:23:00,21,59.201,97.848,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:23:00,20,61.346,103.543,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:24:00,21,71.58,86.127,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:25:00,22,79.677,91.06,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:25:00,21,68.282,108.874,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:26:00,22,79.755,97.915,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:27:00,21,82.155,97.231,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:27:00,22,87.967,96.047,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:28:00,22,82.094,103.899,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:28:00,22,57.13,107.603,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:29:00,22,83.921,99.398,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:30:00,21,94.644,95.491,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:30:00,22,79.713,111.887,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:31:00,22,81.354,93.156,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:32:00,22,88.101,93.4,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:32:00,21,62.678,97.288,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:33:00,21,54.384,100.773,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:33:00,23,82.805,99.641,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:34:00,22,70.793,91.012,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:35:00,22,70.493,96.992,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:35:00,22,56.273,88.325,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:36:00,21,66.572,101.919,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:37:00,23,84.736,81.377,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:37:00,22,95.674,102.531,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:38:00,22,73.135,90.356,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:38:00,22,89.159,89.526,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:39:00,23,60.724,94.627,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:40:00,21,68.363,97.504,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:40:00,21,66.735,93.662,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:41:00,21,54.009,99.846,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:41:00,22,62.668,89.694,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:42:00,22,78.724,102.723,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:43:00,22,78.507,97.927,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:43:00,22,82.53,96.478,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:44:00,22,90.877,80.977,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:45:00,22,84.943,97.593,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:45:00,22,76.569,97.55,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:46:00,21,72.957,109.194,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:47:00,22,77.285,112.668,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:47:00,21,90.717,98.136,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:48:00,22,83.54,89,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:48:00,23,88.149,95.74,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:49:00,23,72.891,97.525,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:50:00,21,75.984,101.577,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:50:00,22,79.587,94.6,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:51:00,22,83.761,87.432,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:52:00,21,94.567,89.295,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:52:00,21,68.05,90.435,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:53:00,21,94.554,94.956,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:53:00,22,78.887,101.825,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:54:00,22,67.632,94.138,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:55:00,20,64.948,94.033,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:55:00,22,67.026,89.177,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:56:00,22,79.332,106.168,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:56:00,21,90.266,98.788,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:57:00,21,83.304,100.135,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:58:00,22,71.282,107.298,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:58:00,21,87.123,99.594,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:59:00,22,76.993,100.938,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,08:59:00,21,78.148,99.549,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:00:00,22,56.015,90.079,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:01:00,22,93.406,90.46,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:01:00,21,81.097,96.986,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:02:00,21,73.79,108.444,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:03:00,22,103.172,102.546,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:03:00,20,101.332,101.166,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:04:00,21,91.451,100.176,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:04:00,21,88.451,106.631,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:05:00,23,97.124,90.678,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:06:00,21,82.075,98.827,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:06:00,21,77.508,101.334,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:07:00,22,88.943,110.009,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:07:00,21,79.232,91.126,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:08:00,22,82.473,92.337,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:09:00,21,75.991,83.22,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:09:00,21,85.463,88.779,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:10:00,21,80.189,86.077,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:11:00,22,79.013,53.951,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:11:00,21,87.087,94.491,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:12:00,20,87.303,97.084,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:12:00,21,75.81,82.787,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:13:00,21,82.686,84.366,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:14:00,21,64.764,89.667,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:14:00,21,69.252,97.987,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:15:00,21,64.256,105.849,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:16:00,21,64.476,94.308,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:16:00,21,95.174,100.547,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:17:00,21,85.461,93.719,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:18:00,21,81.602,91.796,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:18:00,20,82.991,101.956,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:19:00,22,60.236,97.96,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:19:00,21,71.164,85.82,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:20:00,20,99.603,91.103,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:21:00,21,95.08,93.527,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:21:00,21,71.151,97.074,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:22:00,20,94.065,97.05,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:22:00,21,101.766,94.701,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:23:00,21,90.621,103.026,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:24:00,21,69.63,92.492,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:24:00,21,92.675,102.807,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:25:00,21,102.163,89.351,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:25:00,21,94.519,99.273,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:26:00,21,75.97,99.999,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:27:00,21,99.028,92.419,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:27:00,21,97.911,97.978,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:28:00,22,91.625,104.876,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:28:00,81,73.42,102.442,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:29:00,21,93.368,98.471,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:30:00,21,62.169,96.006,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:30:00,21,84.08,97.123,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:31:00,20,55.716,71.851,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:31:00,20,95.553,85.109,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:32:00,21,90.613,84.788,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:33:00,22,56.798,87.712,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:33:00,21,81.865,94.056,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:34:00,20,70.101,78.73,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:34:00,21,85.23,84.795,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:35:00,21,84.216,93.307,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:36:00,21,85,93.803,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:36:00,38,69.135,74.699,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:37:00,21,88.484,84.882,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:38:00,21,92.189,82.904,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:39:00,21,94.321,86.258,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:40:00,31,76.136,102.406,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:40:00,20,82.723,89.322,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:41:00,21,78.726,78.208,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:41:00,20,91.734,84.49,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:42:00,21,70.619,93.098,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:43:00,21,87.932,90.949,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:43:00,21,80.668,91.843,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:44:00,21,93.753,95.219,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:44:00,21,71.178,86.323,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:45:00,22,92.857,80.452,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:46:00,21,92.405,107.286,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:46:00,21,78.525,89.228,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:47:00,20,64.448,80.128,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:47:00,21,84.955,85.597,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:48:00,21,84.642,93.29,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:49:00,21,100.252,87.123,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:49:00,20,74.296,106.246,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:50:00,21,87.664,87.025,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:50:00,21,92.321,79.065,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:51:00,21,81.148,86.619,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:52:00,21,57.328,82.982,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:52:00,22,88.173,82.646,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:53:00,21,79.933,91.485,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:54:00,20,96.167,87.428,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:54:00,34,71.582,96.969,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:55:00,21,83.535,89.265,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
17/05/22,09:55:00,21,87.801,73.984,--:--,--:--,43.7100484909305,5.50650420030846,test variations ,RdC,Idrisse
